home_ID,gender,age,edu,hhtype,income_cat,income,mode,hcost,dis_to_subway,POI,dis_to_cbd,AveIncome,dis_to_Yuyuantan,dis_to_Kunminghu,newPOI,ncoffee,work_ID,commute_dis
423,female,31~40,Bachelor,Living with Partner,1 ~ 2万元,15000,出租车/网约车,3221189.4,412.9593632,159,12560.96351,84770,14952.0187836,16101.9707489,1314,107,423,18.994346248000003
424,female,31~40,Bachelor,With Partner and Children,7000元 ~ 1万元,8500,公交车,5629632.7,651.7003338,293,5589.716639,84770,10695.2710324,18430.1855096,3332,338,424,11.060583132600001
425,female,31~40,Bachelor,With Partner and Children,7000元以下,3500,地铁,2384656.4,0.0,62,357.8525371,89804,6111.64762342,16531.9539554,2302,128,425,4.3308645732499995
426,male,18~30,Master,Living Alone,1 ~ 2万元,15000,公交车,1263246.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,426,7.0050626057
427,female,41~50,Bachelor,Living with Partner,3 ~ 5万元,40000,步行,6299746.2,305.6111344,113,3979.806871,96949,2647.44786389,14634.6467393,1579,102,427,0.36858672931299996
428,female,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,8500,出租车/网约车,7435305.9,358.5439418,82,10190.26144,93478,4987.43299395,7392.1404626,1190,67,428,10.2461379715
429,male,31~40,Master,Living Alone,1 ~ 2万元,15000,公交车,1653738.9,629.121093,66,17599.56555,93478,14537.9902026,4111.45525412,684,47,429,7.51068100045
430,female,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,8500,公交车,3216985.2,1227.753594,38,12264.84413,93478,6859.91115585,6580.64362695,487,28,430,4.06089339692
431,female,31~40,Master,Living with Parents,1 ~ 2万元,15000,私家车,3531211.2,332.5061462,84,8744.253665,72170,5299.57336358,15909.8733796,1306,31,431,7.49577485701
432,female,31~40,Master,Living with Partner,7000元 ~ 1万元,8500,地铁,1947092.4,1764.216052,140,12410.90356,72170,7624.93552882,15061.717659,915,14,432,19.332376530199998
433,male,41~50,Bachelor,With Partner and Children,3 ~ 5万元,40000,地铁,3436407.5,433.0000813,109,14168.12111,53454,19085.7677602,30380.4036104,721,26,433,18.4953672539
434,female,31~40,Master,With Partner and Children,1 ~ 2万元,15000,地铁,4285215.3,485.5241797,99,8027.996668,84770,9332.33256078,12251.0188088,1665,86,434,25.810953770700003
435,male,41~50,Master,With Partner and Children,3 ~ 5万元,40000,私家车,5748712.8,109.2613592,121,4349.747961,96949,3408.28773186,11862.4544709,2137,119,435,14.2546007238
436,male,18~30,Bachelor,Living with Partner,2 ~ 3万元,25000,地铁,1222564.2,596.3684993,56,15230.04598,72170,11531.5508006,19691.6440835,282,2,436,24.489360267
437,male,31~40,Bachelor,With Partner and Children,1 ~ 2万元,15000,出租车/网约车,2354660.2,811.0382717,36,9739.179276,72170,10359.680077,22244.8520354,507,4,437,15.2190315635
438,female,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,地铁,1102850.1,0.0,100,14372.40791,84770,19792.6081842,26545.8641319,798,36,438,8.79716468453
439,male,31~40,Bachelor,With Partner and Children,7000元 ~ 1万元,8500,地铁,3147783.3,1648.500205,35,12586.57507,72170,14317.4487671,26317.7521328,561,8,439,0.973519733012
440,male,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,8500,地铁,5146287.3,791.7505503,125,10680.11532,84770,16394.2383945,26153.2745205,869,14,440,32.7648995671
441,female,18~30,Master,Living Alone,1 ~ 2万元,15000,私家车,2226998.4,770.4813625,46,10292.55834,93478,4539.08457786,9747.09389072,814,47,441,3.85640898544
442,female,31~40,Bachelor,Living Alone,1 ~ 2万元,15000,地铁,886848.6,510.2072894,120,5077.107573,72170,7988.32539419,19923.7353889,1434,46,442,9.94912512675
443,male,18~30,Master,Living Alone,7000元以下,3500,地铁,758231.1,506.6347687,60,14789.85964,84770,20173.7328505,26748.7011043,746,30,443,12.0032113879
444,female,31~40,Doctorate and Above,Living with Partner,1 ~ 2万元,15000,地铁,6886301.4,464.2351035,113,2720.241317,96949,3103.27522479,14438.4217594,1942,120,444,4.86268192715
445,male,31~40,Bachelor,Living Alone,7000元 ~ 1万元,8500,自行车/电动自行车,1851438.6,651.015449,21,17652.3295,93478,13257.723716,1633.77094591,301,8,445,18.6618446282
446,male,18~30,Bachelor,Living with Partner,7000元以下,3500,地铁,2120085.0,511.3824606,9,18671.68457,72170,14155.5405276,19820.7132814,201,2,446,25.5191443166
447,male,31~40,Doctorate and Above,With Partner and Children,7000元 ~ 1万元,8500,地铁,5428108.7,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343,447,2.79560023208
448,female,31~40,Bachelor,Three Generations or More Living Together,7000元 ~ 1万元,8500,地铁,2321223.3,338.0585882,146,2248.555369,89804,6648.226985,15472.5157451,2862,145,448,6.38627045021
449,female,31~40,Master,Living with Parents,1 ~ 2万元,15000,地铁,4012450.2,625.8634309,217,21168.35359,49695,26743.0564145,33564.5400764,1015,21,449,20.4601522621
450,female,41~50,Bachelor,Living Alone,7000元以下,3500,地铁,684057.0,355.2627051,10,19525.66023,47594,16960.9774856,25823.108953,99,0,450,16.2054005279
451,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,8500,地铁,5456602.8,881.4088284,130,9482.016328,84770,14987.9584325,22716.4405025,2027,140,451,7.94599294777
452,male,61及以上,Bachelor,Living with Partner,7000元以下,3500,自行车/电动自行车,5277010.2,609.5200256,127,4440.937431,96949,2257.61477906,14306.6095883,1528,90,452,9.91323755921
453,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,8500,步行,1810231.5,240.1688857,117,18029.12521,56075,18434.8760152,14175.147031,848,21,453,0.631323112708
454,female,41~50,Master,With Partner and Children,1 ~ 2万元,15000,私家车,2398467.6,736.2651278,15,16508.38613,93478,14476.2990818,6601.43703952,956,25,454,21.7619892171
455,male,41~50,Bachelor,With Partner and Children,1 ~ 2万元,15000,地铁,4815850.9,296.5096016,97,8167.016743,84770,13911.5450602,22970.1300715,1795,162,455,13.176472588000001
456,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,8500,步行,858521.4,86.82177528,127,17442.13294,56075,17172.1034352,11954.3967225,924,16,456,0.18842107951599998
457,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,步行,3209883.6,215.4483637,49,7879.624433,72170,11089.7548353,23066.4812674,1082,17,457,11.612542733800002
458,female,31~40,Bachelor,Living with Partner,7000元以下,3500,公交车,2176620.6,490.9883848,173,7614.295831,72170,10332.0142861,22366.9378863,1072,29,458,1.08192617881
459,female,18~30,Master,Living with Parents,2 ~ 3万元,25000,地铁,3788512.2,982.7922156,31,18155.04215,56075,18113.5418305,13022.6451147,1090,17,459,23.1373090935
460,female,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,地铁,2144996.7,647.8229058,171,9203.743492,84770,14465.337279,21564.0951847,1743,111,460,28.076667511100002
461,male,41~50,Bachelor,With Partner and Children,7000元 ~ 1万元,8500,地铁,2054648.4,931.3996182,18,26159.77615,47594,24246.8503666,33277.2127913,160,5,461,35.2333189468
462,female,41~50,Bachelor,Living with Partner,7000元以下,3500,公交车,2488510.2,532.409103,103,12172.88126,72170,15677.3292794,27658.1508794,674,5,462,16.2897398629
463,female,31~40,Bachelor,Living Alone,3 ~ 5万元,40000,出租车/网约车,1679208.3,163.6090333,167,7118.768056,84770,12876.6065341,22284.3239768,2153,185,463,12.5570735444
464,male,31~40,Doctorate and Above,Living with Partner,1 ~ 2万元,15000,步行,1744439.4,869.7742929,181,20786.98208,53454,21876.549625,33528.8445555,901,4,464,28.9137588671
465,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,地铁,2281639.8,269.3775206,294,5258.964566,84770,10890.2281406,19778.1408351,3008,323,465,2.79560023208
466,male,31~40,Bachelor,Living with Parents,2 ~ 3万元,25000,私家车,2167783.2,568.6172556,145,12289.99536,72170,11244.255338,22329.9792143,872,35,466,5.103056088430001
467,male,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,私家车,0.0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138,467,12.5037188695
468,female,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,8500,地铁,534659.4,320.3325836,237,10980.6414,93478,6848.21548692,5314.51605862,1529,117,468,0.611055492684
469,female,31~40,Bachelor,With Partner and Children,7000元 ~ 1万元,8500,私家车,2979633.6,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56,469,14.7463845434
470,female,18~30,Master,Living Alone,7000元 ~ 1万元,8500,出租车/网约车,1982158.2,142.4304353,117,9717.27033,72170,8933.24600279,20442.2779322,791,32,470,4.91328530336
471,male,31~40,Bachelor,Living with Partner,2 ~ 3万元,25000,地铁,3204885.75,1806.536064,73,13582.96301,93478,10198.5857672,3197.65792458,607,42,471,20.590478151
472,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,步行,3407306.1,1041.712082,94,4467.63929,96949,1336.53590576,13126.8075896,1463,110,472,1.01669897185
473,male,31~40,Bachelor,Living with Partner,1 ~ 2万元,15000,私家车,3789205.2,792.8965232,55,9689.461719,84770,13721.2522872,18432.7277949,1520,153,473,17.5583756208
474,female,31~40,Master,Three Generations or More Living Together,3 ~ 5万元,40000,自行车/电动自行车,3811698.0,816.9205334,86,13399.8037,84770,14428.0537908,13211.4379152,691,21,474,15.4450799087
475,female,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,8500,公交车,1764491.14285714,1883.960534,16,14963.42791,84770,18065.7101478,19504.5037402,580,46,475,19.307416427299998
476,male,51~60,Master,Living Alone,5万元以上,60000,私家车,2804508.3,499.6186196,92,4893.848327,96949,1204.56751416,12074.0391872,1462,104,476,13.6940498272
477,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,地铁,3554971.2,899.0278,190,9513.412345,84770,10056.5034641,11101.7662629,1363,76,477,0.392161857302
478,male,31~40,Bachelor,Three Generations or More Living Together,7000元以下,3500,私家车,2909748.6,1270.550396,34,13143.28337,72170,8860.14297189,16827.8251723,476,5,478,22.689881147399998
479,female,31~40,Master,Living with Parents,2 ~ 3万元,25000,出租车/网约车,1862477.1,175.8946717,144,5037.476784,96949,2496.07794635,11301.7773641,1760,110,479,8.197161754569999
480,female,31~40,Master,Living Alone,1 ~ 2万元,15000,公交车,1167375.0,1426.34748,7,23593.61532,47594,20948.4267632,29228.0726618,189,9,480,24.136892201200002
481,female,31~40,Master,Living with Partner,1 ~ 2万元,15000,地铁,1831381.2,1188.856488,248,9114.862885,84770,14254.3617747,25322.7919864,1365,14,481,17.0469241271
482,female,31~40,Bachelor,With Partner and Children,3 ~ 5万元,40000,地铁,3762829.9,247.1292451,147,2683.51257,89804,8441.47710809,18412.3660784,2381,160,482,2.1657161231099997
483,female,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,地铁,576655.2,2195.826307,31,25894.96378,47594,23167.8730065,31101.6022415,357,8,483,35.03366028
484,male,41~50,Bachelor,Living with Parents,1 ~ 2万元,15000,地铁,3806163.9,1120.564127,102,11792.70993,72170,9345.55133867,19658.0652593,701,15,484,1.4332762807100001
485,male,18~30,Master,Living with Partner,7000元 ~ 1万元,8500,自行车/电动自行车,3984538.8,344.0749986,124,7164.476366,72170,4325.7181059,15754.7509241,1475,54,485,1.7584235709699998
486,female,18~30,Bachelor,With Partner and Children,1 ~ 2万元,15000,地铁,0.0,666.7999019,211,3379.235072,89804,6749.66679543,14543.9466994,2926,142,486,27.6226131611
487,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,地铁,3907813.8,159.6776349,132,11832.96294,93478,7443.32550293,4625.68145688,1047,85,487,1.8850319663600001
488,female,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,8500,地铁,5412260.7,264.7410578,127,15782.82471,84770,15678.7219209,11489.7568103,894,23,488,18.3831395628
489,female,31~40,Bachelor,Living Alone,7000元以下,3500,自行车/电动自行车,1653102.0,351.1271156,169,9943.569799,93478,5180.77985805,6904.62976584,1639,130,489,11.2648629738
490,female,18~30,Master,Living with Parents,7000元 ~ 1万元,8500,私家车,5294272.5,332.2017474,127,5642.757116,84770,11236.3185566,21674.6552065,1649,75,490,13.2472297855
491,male,31~40,Master,Living with Partner,2 ~ 3万元,25000,公交车,2269357.2,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,491,38.3648591878
492,female,18~30,Master,Living with Parents,7000元 ~ 1万元,8500,自行车/电动自行车,3436715.7,0.0,69,19287.51421,53454,20108.6954575,31683.4276658,1030,13,492,2.85108519642
493,male,31~40,Master,Living with Parents,2 ~ 3万元,25000,公交车,3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,493,15.0406491426
494,female,31~40,Master,Living with Parents,7000元 ~ 1万元,8500,私家车,5784114.6,54.24364736,77,6600.373142,84770,7283.79073148,11495.2253817,1748,63,494,27.0332182637
495,male,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,公交车,4040051.4,280.3021054,104,7162.304417,84770,12210.8432277,19368.9269391,2333,295,495,3.90142171541
496,male,31~40,Doctorate and Above,With Partner and Children,1 ~ 2万元,15000,步行,2193764.7,869.7742929,181,20786.98208,53454,21876.549625,33528.8445555,901,4,496,22.4011051135
497,female,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,地铁,576655.2,2195.826307,31,25894.96378,47594,23167.8730065,31101.6022415,357,8,497,36.2163177591
498,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,地铁,2281639.8,269.3775206,294,5258.964566,84770,10890.2281406,19778.1408351,3008,323,498,3.2830008638600003
499,male,31~40,Bachelor,Living with Partner,3 ~ 5万元,40000,自行车/电动自行车,3017130.6,643.2405715,264,3922.178398,89804,6533.28788944,13789.9911966,2672,128,499,2.62123894673
500,female,18~30,Doctorate and Above,Living Alone,3 ~ 5万元,40000,私家车,2611263.6,794.3001498,71,4905.164633,96949,935.540087814,12342.8826657,1441,105,500,5.15349704885
501,male,31~40,Bachelor,Living with Partner,2 ~ 3万元,25000,地铁,4347862.2,541.8197935,93,14559.31159,93478,9770.2245085,3053.25039706,383,7,501,9.73222763545
502,male,31~40,Master,Living with Partner,1 ~ 2万元,15000,私家车,2584045.2,1390.804612,41,12055.92372,84770,17414.2332123,24273.6468898,1115,60,502,8.35662217796
503,male,31~40,Bachelor,Three Generations or More Living Together,1 ~ 2万元,15000,地铁,4574116.8,648.0669031,30,10589.82494,72170,7521.88143258,17706.7186539,1033,10,503,33.3823290026
504,male,31~40,Bachelor,Living with Partner,1 ~ 2万元,15000,地铁,2343415.8,133.95868,239,1102.577323,89804,6831.94455595,16931.8773635,2486,123,504,8.184631606169999
505,male,31~40,Bachelor,Living with Parents,3 ~ 5万元,40000,地铁,8278548.3,641.8427245,83,3901.052423,89804,9322.97922862,20099.2921758,1443,71,505,4.9706037609300004
506,male,31~40,Master,Living with Partner,2 ~ 3万元,25000,公交车,4316327.4,752.2875883,363,4141.52654,84770,9434.27261139,17920.755906,3248,343,506,1.23755450748
507,male,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,8500,地铁,4975413.3,869.0916262,94,14001.47871,93478,11520.3737073,4943.38480866,936,38,507,18.0120693693
508,female,18~30,Master,Living with Parents,7000元 ~ 1万元,8500,自行车/电动自行车,5335496.1,438.1903332,197,5762.289593,84770,10927.4656439,18700.9387734,3261,349,508,4.48680973983
509,male,31~40,Bachelor,With Partner and Children,2 ~ 3万元,25000,地铁,4361666.6,623.3939724,280,11075.10609,93478,6803.23677159,5298.13351749,1400,120,509,1.11739895106
510,female,31~40,Bachelor,Living with Parents,1 ~ 2万元,15000,地铁,6667758.9,594.0227522,311,5906.029723,84770,10652.5487402,17782.5659663,3116,307,510,0.7901186777860001
511,male,31~40,Master,Living with Partner,2 ~ 3万元,25000,公交车,4316327.4,752.2875883,363,4141.52654,84770,9434.27261139,17920.755906,3248,343,511,1.23755450748
512,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,私家车,2369347.2,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56,512,10.4285793845
513,male,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,8500,私家车,0.0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138,513,5.919803465449999
514,female,31~40,Master,With Partner and Children,5万元以上,60000,私家车,6559888.4,672.9702254,129,4038.580849,89804,9659.66999949,20111.6382182,1469,91,514,18.0386179805
515,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,地铁,3868867.2,544.6688739,91,4868.871225,96949,3872.5068305,11373.2956722,2007,101,515,8.89915886104
516,female,31~40,Doctorate and Above,With Partner and Children,7000元以下,3500,自行车/电动自行车,3705277.7,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93,516,8.06746220815
517,male,41~50,Master,Living with Parents,3 ~ 5万元,40000,地铁,10374952.5,561.0360351,62,1015.509335,89804,6737.44224247,17171.8223693,2376,122,517,5.3519127855
519,female,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,8500,地铁,5516408.7,238.6907234,409,1362.120228,89804,6899.53932408,16661.7405917,2394,128,519,9.70182476173
521,male,31~40,Bachelor,Living with Partner,1 ~ 2万元,15000,公交车,236801.4,2735.335521,108,22154.48502,49695,27078.0349382,38364.3465263,1004,4,521,22.480531052099998
522,female,31~40,Doctorate and Above,Three Generations or More Living Together,3 ~ 5万元,40000,地铁,2153646.0,4338.760158,7,26704.33741,56075,26192.942511,18327.3038314,144,0,522,21.109724197299997
523,male,18~30,High School and Below,Living Alone,7000元 ~ 1万元,8500,地铁,919620.9,0.0,182,6696.115267,72170,3372.14086523,14881.7007343,1574,55,523,20.7044075566
524,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,地铁,1872878.7,219.4049995,98,10010.03145,84770,13796.4977004,18025.0467505,1494,180,524,8.61811089085
525,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,地铁,3505187.4,213.9208645,257,10290.80983,93478,6144.74988346,6031.84035859,1790,138,525,1.39168705919
526,female,18~30,Bachelor,With Partner and Children,7000元 ~ 1万元,8500,出租车/网约车,6233640.3,358.5439418,82,10190.26144,93478,4987.43299395,7392.1404626,1190,67,526,11.7504393008
527,female,31~40,Bachelor,With Partner and Children,7000元 ~ 1万元,8500,私家车,2850842.5,1774.156622,4,20071.28333,84666,14659.8007282,16636.7664183,129,1,527,4.4439190829
528,female,31~40,Master,Three Generations or More Living Together,3 ~ 5万元,40000,自行车/电动自行车,3924419.4,956.9419141,45,13246.87173,84770,15811.5994113,16938.8125616,1280,115,528,12.2082387117
529,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,8500,私家车,1184673.6,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56,529,21.9295304786
530,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,8500,私家车,5834951.1,890.6118647,124,5991.373205,93478,2584.05971565,14372.431986,1486,57,530,1.2428957842600001
531,male,41~50,Master,Living with Partner,3 ~ 5万元,40000,地铁,6916635.0,561.0360351,62,1015.509335,89804,6737.44224247,17171.8223693,2376,122,531,8.85476002477
532,female,31~40,Bachelor,Living Alone,2 ~ 3万元,25000,地铁,1970040.6,0.0,57,11264.70531,93478,5550.78897659,8831.90751414,653,31,532,34.541442334
533,male,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,8500,私家车,0.0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138,533,12.5037188695
534,male,31~40,Bachelor,Living with Parents,3 ~ 5万元,40000,公交车,6128050.5,955.7511376,56,11034.2561,93478,6075.2110794,13991.5072658,1130,27,534,12.7033073542
535,male,18~30,Master,Living with Partner,7000元 ~ 1万元,8500,地铁,3109748.4,606.3607271,45,10584.80466,72170,7614.56681832,17869.7962975,1027,14,535,4.43926068062
536,male,31~40,Bachelor,Living with Parents,1 ~ 2万元,15000,公交车,3853881.9,1426.60318,2,19981.98337,93478,16002.5904398,3935.88375158,176,10,536,14.720865072599999
537,male,31~40,Master,Living Alone,2 ~ 3万元,25000,公交车,1134678.6,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,537,22.466472888600002
538,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,15000,地铁,1767260.9,2102.272651,30,25845.02902,47594,23136.8595409,31104.0383661,359,7,538,33.4437855277
539,male,18~30,Master,Living Alone,1 ~ 2万元,15000,公交车,1867882.5,217.4715402,165,3756.258834,96949,4851.70928901,16838.7554925,1601,65,539,3.66728567009
540,male,31~40,Doctorate and Above,Living with Parents,7000元 ~ 1万元,8500,地铁,6474491.1,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343,540,8.4641741048
541,male,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,8500,公交车,1803595.2,386.3300466,382,1094.578995,89804,6704.34981547,16632.4765828,2373,126,541,8.25962512849
542,male,31~40,Master,Living with Partner,2 ~ 3万元,25000,公交车,2269357.2,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,542,15.0406491426
543,male,31~40,Bachelor,Living Alone,1 ~ 2万元,15000,自行车/电动自行车,2008578.0,2611.079851,90,22243.90961,84770,26904.1221667,30430.2827572,293,2,543,20.9686629669
544,male,18~30,Master,Living Alone,2 ~ 3万元,25000,地铁,2158163.7,754.0364177,363,4140.099242,84770,9431.71339629,17917.0738874,3249,343,544,0.253916431529
545,female,18~30,Bachelor,Living Alone,1 ~ 2万元,15000,私家车,501033.5,605.4994929,222,20005.40012,56075,19611.8706475,13287.7463697,657,9,545,19.2666279721
546,male,31~40,Master,Living with Parents,1 ~ 2万元,15000,公交车,6939068.4,273.4867476,226,4379.535045,89804,8813.04578567,16328.7093085,2886,253,546,2.32926997009
547,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,15000,地铁,1767260.9,1878.298914,21,25756.85165,47594,23103.2736909,31160.7854172,379,8,547,36.3813873122
548,female,31~40,Master,Living with Partner,7000元以下,3500,公交车,1813422.6,196.2981535,152,2593.766361,89804,8351.17360741,18320.0910162,2397,162,548,10.521035770000001
549,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,15000,地铁,1767260.9,2102.272651,30,25845.02902,47594,23136.8595409,31104.0383661,359,7,549,35.1063896195
550,female,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,8500,自行车/电动自行车,2133406.0,1859.176211,1,16066.26329,72170,11463.9403515,17720.7310659,176,1,550,31.4056680144
551,female,31~40,Master,Living Alone,7000元 ~ 1万元,8500,私家车,1928038.2,54.24364736,77,6600.373142,84770,7283.79073148,11495.2253817,1748,63,551,8.92789379169
552,female,31~40,Doctorate and Above,Living with Parents,7000元以下,3500,自行车/电动自行车,4419548.1,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93,552,8.06746220815
553,female,18~30,Master,With Partner and Children,2 ~ 3万元,25000,地铁,3176227.4,982.7922156,31,18155.04215,56075,18113.5418305,13022.6451147,1090,17,553,17.1995053702
554,male,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,8500,公交车,3714915.6,648.8920575,17,8258.090614,84770,13001.3390873,19310.7581096,1355,156,554,7.51060701697
555,female,31~40,Bachelor,Living with Partner,1 ~ 2万元,15000,公交车,3926128.8,415.8205215,64,7989.048622,84770,13619.3889464,22029.4644315,2199,198,555,15.1528729625
556,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,8500,公交车,908575.8,3017.799164,45,16986.36324,53454,16542.1819053,27550.1487477,321,1,556,12.6227380753
557,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,8500,自行车/电动自行车,1109694.3,464.5019833,84,11556.1203,72170,7988.34828248,17436.8089752,847,7,557,6.37155510329
558,female,31~40,Doctorate and Above,Living with Partner,7000元以下,3500,自行车/电动自行车,2946365.4,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93,558,14.8310977557
559,female,18~30,Bachelor,Living with Parents,7000元以下,3500,地铁,6137524.8,790.9797801,96,5660.640735,72170,6640.32814509,18708.4762999,948,27,559,6.24726305349
560,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,公交车,901797.6,386.3300466,382,1094.578995,89804,6704.34981547,16632.4765828,2373,126,560,8.25962512849
561,male,31~40,Master,Living with Partner,2 ~ 3万元,25000,私家车,0.0,544.1279595,172,2768.910577,89804,6668.26840922,15028.898851,2995,148,561,5.698828282759999
562,male,31~40,Bachelor,Living Alone,1 ~ 2万元,15000,自行车/电动自行车,2008578.0,2611.079851,90,22243.90961,84770,26904.1221667,30430.2827572,293,2,562,20.9657455762
563,male,31~40,Bachelor,Living with Parents,7000元以下,3500,公交车,4067751.6,559.986655,110,13405.95987,84666,8174.22708667,13960.5902782,916,14,563,10.9205566927
564,male,31~40,Bachelor,Living Alone,7000元以下,3500,公交车,710697.9,1063.580542,89,10965.18473,72170,11161.1786068,22869.0402808,478,14,564,20.2499481145
565,female,31~40,Bachelor,Three Generations or More Living Together,1 ~ 2万元,15000,步行,5030823.6,1298.255488,35,15050.15465,53454,19698.9663845,31222.2511006,553,21,565,16.9307147822
566,male,31~40,Bachelor,Living with Partner,2 ~ 3万元,25000,私家车,2772224.4,363.2313236,172,12860.06251,84770,15225.953637,16209.057638,1288,110,566,20.222124126300002
567,male,31~40,Master,With Partner and Children,1 ~ 2万元,15000,私家车,2011754.0,150.4571391,33,9369.541656,84770,14050.454119,25516.6704065,746,11,567,9.24556525419
568,male,18~30,Bachelor,Living with Parents,7000元以下,3500,私家车,2695918.5,442.9721185,116,3631.520733,84770,9257.29039616,18481.9943156,2967,272,568,14.3599908878
569,female,31~40,Bachelor,Living with Parents,7000元以下,3500,地铁,3377127.6,570.1565235,298,11045.284,93478,6795.85593276,5313.73854691,1423,121,569,3.5193378180200003
570,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,8500,公交车,2263780.2,646.8424535,151,6826.722796,96949,4385.33235092,15999.1987868,1546,47,570,2.61373236718
571,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,8500,公交车,6791340.6,646.8424535,151,6826.722796,96949,4385.33235092,15999.1987868,1546,47,571,4.7151709589
572,female,18~30,Master,Living Alone,7000元以下,3500,公交车,1850326.5,729.5403003,75,10023.62843,84770,8969.13549136,8466.05816515,1118,63,572,2.8164082606500003
573,male,31~40,Master,Three Generations or More Living Together,2 ~ 3万元,25000,公交车,3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,573,9.882877929640001
574,male,18~30,Master,Living Alone,3 ~ 5万元,40000,地铁,2006667.3,246.8683278,169,8890.198814,84770,14254.3935728,21674.4164001,1785,134,574,3.21605867745
575,female,18~30,Bachelor,Living with Parents,7000元以下,3500,地铁,3269514.6,536.3868678,34,22176.1866,49695,27736.5034385,34417.3992368,1130,21,575,23.7524610575
576,female,51~60,Bachelor,Living with Partner,7000元 ~ 1万元,8500,步行,3217632.0,360.8772255,114,4835.842809,89804,7037.45400243,13344.3617056,2581,120,576,0.0804349490067
577,male,31~40,Doctorate and Above,Living with Parents,7000元 ~ 1万元,8500,地铁,6474491.1,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343,577,0.00291739072967
578,male,31~40,Bachelor,With Partner and Children,2 ~ 3万元,25000,地铁,3910852.1,439.5521396,128,4317.429257,96949,2508.61739042,12035.6133757,1891,119,578,24.5050196171
579,female,18~30,Master,Three Generations or More Living Together,7000元 ~ 1万元,8500,自行车/电动自行车,5335496.1,438.1903332,197,5762.289593,84770,10927.4656439,18700.9387734,3261,349,579,0.84114332585
