"homeID","gender","age","edu","hhtype","income_cat","income","mode","house_price","dis_to_subway","POI","dis_to_cbd","AveIncome","dis_to_Yuyuantan","dis_to_Kunminghu","newPOI","ncoffee"
569,"男","18~30岁","本科（大专）","与父母同住","7000元以下",3500,"私家车",2695918.5,442.9721185,116,3631.520733,84770,9257.29039616,18481.9943156,2967,272
570,"女","31~40岁","本科（大专）","与父母同住","7000元以下",3500,"地铁",3377127.6,570.1565235,298,11045.284,93478,6795.85593276,5313.73854691,1423,121
571,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"公交车",2263780.2,646.8424535,151,6826.722796,96949,4385.33235092,15999.1987868,1546,47
572,"男","18~30岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"公交车",6791340.6,646.8424535,151,6826.722796,96949,4385.33235092,15999.1987868,1546,47
573,"女","18~30岁","硕士","独居","7000元以下",3500,"公交车",1850326.5,729.5403003,75,10023.62843,84770,8969.13549136,8466.05816515,1118,63
574,"男","31~40岁","硕士","三代及以上同住","2 ~ 3万元",25000,"公交车",3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
575,"男","18~30岁","硕士","独居","3 ~ 5万元",40000,"地铁",2006667.3,246.8683278,169,8890.198814,84770,14254.3935728,21674.4164001,1785,134
576,"女","18~30岁","本科（大专）","与父母同住","7000元以下",3500,"地铁",3269514.6,536.3868678,34,22176.1866,49695,27736.5034385,34417.3992368,1130,21
577,"女","51~60岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"步行",3217632,360.8772255,114,4835.842809,89804,7037.45400243,13344.3617056,2581,120
578,"男","31~40岁","博士及以上","与父母同住","7000元 ~ 1万元",8500,"地铁",6474491.1,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343
579,"男","31~40岁","本科（大专）","伴侣携子女","2 ~ 3万元",25000,"地铁",3910852.1,439.5521396,128,4317.429257,96949,2508.61739042,12035.6133757,1891,119
580,"女","18~30岁","硕士","三代及以上同住","7000元 ~ 1万元",8500,"自行车/电动自行车",5335496.1,438.1903332,197,5762.289593,84770,10927.4656439,18700.9387734,3261,349
581,"男","18~30岁","硕士","伴侣同住","1 ~ 2万元",15000,"公交车",2526493.2,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118
582,"男","41~50岁","硕士","伴侣携子女","2 ~ 3万元",25000,"自行车/电动自行车",3594813,2191.195186,16,15793.84679,53454,20254.9903223,31906.5716522,193,5
584,"男","31~40岁","本科（大专）","独居","1 ~ 2万元",15000,"公交车",1983979.8,655.5614351,87,6564.885356,84770,9003.76315302,13815.5755924,1991,105
585,"男","41~50岁","本科（大专）","伴侣同住","2 ~ 3万元",25000,"地铁",3197667,275.1322843,134,6812.123368,72170,10186.5938771,22106.7106587,1540,35
586,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138
587,"女","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"自行车/电动自行车",2974712.4,315.2290876,73,11724.76107,93478,7759.9326916,4496.80175448,1229,108
588,"男","18~30岁","本科（大专）","伴侣同住","3 ~ 5万元",40000,"地铁",3307477.8,468.6751673,69,17381.03843,93478,14225.0488744,3704.93114746,599,48
589,"女","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"公交车",7095785.4,410.7947296,132,3863.727674,84770,8770.18807383,16927.331744,3074,287
590,"女","31~40岁","本科（大专）","三代及以上同住","1 ~ 2万元",15000,"地铁",5594232.6,510.0069715,15,12286.92232,93478,7716.23545409,4399.01283771,722,69
591,"女","31~40岁","硕士","伴侣携子女","3 ~ 5万元",40000,"私家车",2455845.5,0,8,19463.33467,53454,21094.2618873,32963.374231,614,1
592,"女","51~60岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"公交车",2761277.2,1325.133719,14,12217.70295,84770,17626.3969621,24621.8554576,1147,66
593,"男","41~50岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",4627062,445.4761792,149,5696.920161,84770,11398.6747202,21511.9572591,2023,121
594,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",5399677.8,936.6580918,44,10074.44242,84770,12658.4685,15276.9229104,1050,84
595,"女","31~40岁","硕士","伴侣同住","7000元以下",3500,"公交车",1813422.6,196.2981535,152,2593.766361,89804,8351.17360741,18320.0910162,2397,162
596,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"私家车",1289068,441.0388776,5,22748.53754,53454,23307.1247486,34650.6213828,165,1
597,"男","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"私家车",0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138
598,"男","18~30岁","本科（大专）","独居","7000元以下",3500,"私家车",898639.5,442.9721185,116,3631.520733,84770,9257.29039616,18481.9943156,2967,272
600,"男","18~30岁","硕士","伴侣同住","3 ~ 5万元",40000,"地铁",2472591,1264.418614,103,20149.68233,56075,18720.547619,10474.3890672,798,9
601,"女","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",3554020.8,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56
602,"男","18~30岁","硕士","独居","5万元以上",60000,"私家车",1005836.7,283.0890156,83,128.4053386,89804,5833.10893957,16334.1239735,2227,113
603,"男","18~30岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"公交车",2377161.6,607.8727641,53,13187.87631,84770,18819.3916855,26588.8988928,862,47
604,"女","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"私家车",2369347.2,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56
605,"女","18~30岁","硕士","伴侣携子女","7000元 ~ 1万元",8500,"地铁",2216183,294.2834036,99,17619.02939,56075,17242.6400557,11768.0087901,846,15
606,"女","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"私家车",2257392.5,136.276078,65,15941.51929,72170,12261.2770901,20262.7560633,263,2
607,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"公交车",2269357.2,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
608,"男","41~50岁","本科（大专）","三代及以上同住","2 ~ 3万元",25000,"私家车",6624792.9,396.4551073,71,6350.843035,84770,11123.4804273,18119.5599583,2913,316
609,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"自行车/电动自行车",6338296.8,782.0607152,70,5389.756961,89804,10721.3430981,21589.5411771,1525,43
610,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"地铁",4673502.9,1254.377822,99,5213.322158,96949,5332.39852562,17395.6760923,1412,29
611,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"公交车",5106281.4,250.0798174,129,5228.33788,96949,2769.29829767,11052.9137516,1740,96
612,"男","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"自行车/电动自行车",2111901.8,1522.09735,175,10897.26536,72170,6948.29039376,16273.1603922,1022,10
613,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"公交车",4658200.8,580.8415063,81,6564.182687,72170,11637.3158394,22773.506655,1667,25
614,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"地铁",5256216.9,1028.65207,175,9359.259759,84770,9968.50957163,11205.899203,1410,82
615,"女","18~30岁","硕士","其他","7000元以下",3500,"地铁",4758054,222.3518199,172,10566.55459,93478,6103.13252757,5968.57955298,1521,127
616,"女","41~50岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"私家车",1234542,1987.527797,24,13229.19263,93478,7479.56341682,9087.95368941,513,5
617,"女","18~30岁","硕士","与父母同住","1 ~ 2万元",15000,"私家车",5620338.9,389.533292,72,5493.054482,84770,11015.394604,21602.5971124,1556,50
618,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"公交车",2269357.2,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
619,"女","18~30岁","本科（大专）","独居","2 ~ 3万元",25000,"地铁",2201931.6,632.2839411,348,4260.942542,84770,9550.17287749,17992.1171481,3374,336
620,"男","31~40岁","硕士","独居","2 ~ 3万元",25000,"地铁",1892866.8,464.6113228,101,4958.537728,89804,7118.86287349,13296.4097347,2471,120
621,"男","18~30岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"公交车",2268157.6,386.3300466,382,1094.578995,89804,6704.34981547,16632.4765828,2373,126
622,"男","41~50岁","本科（大专）","伴侣携子女","3 ~ 5万元",40000,"地铁",3184485.9,647.3859921,92,6665.846691,72170,8987.96827871,21037.2228112,1387,40
623,"男","41~50岁","本科（大专）","伴侣携子女","7000元以下",3500,"自行车/电动自行车",5318615.1,546.967986,137,9407.468514,84770,10633.3881486,12310.3497176,1635,81
624,"男","31~40岁","本科（大专）","独居","7000元 ~ 1万元",8500,"私家车",2567023.8,656.6105792,112,3033.485288,96949,2854.39759759,13515.4832849,2102,130
625,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"地铁",3639150.9,431.1377373,43,626.067841,89804,5827.5942382,16618.6966915,1937,102
626,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"公交车",0,774.3084515,111,4293.226461,96949,4809.51637871,12216.7048532,2223,91
627,"男","31~40岁","本科（大专）","与父母同住","2 ~ 3万元",25000,"私家车",4158336.6,363.2313236,172,12860.06251,84770,15225.953637,16209.057638,1288,110
628,"男","31~40岁","硕士","伴侣同住","3 ~ 5万元",40000,"公交车",441559.8,2030.289929,231,21427.35273,49695,26334.8245653,37638.8225064,1033,5
629,"男","31~40岁","本科（大专）","三代及以上同住","7000元 ~ 1万元",8500,"公交车",4725765,1200.460139,39,17613.85328,53454,17922.1180219,29314.8230726,495,13
630,"男","41~50岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"公交车",4898643.4,154.6470008,274,1806.126447,89804,7515.54362207,17909.5639731,2372,123
631,"女","18~30岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"地铁",2292985.2,0,308,20548.07901,49695,26151.9102133,33174.001411,911,16
632,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"自行车/电动自行车",4017156,2611.079851,90,22243.90961,84770,26904.1221667,30430.2827572,293,2
633,"女","41~50岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"公交车",5411898.8,603.4830342,111,10038.35577,93478,6437.91849369,6174.58716351,2081,161
634,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"公交车",3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
635,"女","18~30岁","博士及以上","与父母同住","2 ~ 3万元",25000,"私家车",3771424.8,480.5511689,178,16395.7391,56075,16105.0580719,11310.6160117,852,18
636,"男","18~30岁","高中及以下","独居","7000元以下",3500,"公交车",220779.9,2121.752188,354,21546.25973,49695,26499.0191905,37753.5858627,1023,4
637,"男","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"公交车",2495235.6,279.9679265,58,15899.86049,93478,11605.3761893,661.615953189,450,12
638,"男","31~40岁","本科（大专）","三代及以上同住","2 ~ 3万元",25000,"地铁",1208582.1,1701.527978,16,17406.83608,72170,13484.6745893,20725.4218508,228,3
639,"男","31~40岁","硕士","伴侣携子女","2 ~ 3万元",25000,"地铁",3514410.9,575.1969935,121,3796.980465,84770,9423.76597664,18612.1064625,2833,282
640,"男","31~40岁","硕士","与父母同住","1 ~ 2万元",15000,"公交车",6939068.4,273.4867476,226,4379.535045,89804,8813.04578567,16328.7093085,2886,253
641,"男","18~30岁","硕士","与父母同住","1 ~ 2万元",15000,"自行车/电动自行车",5095846.8,543.9085806,95,7649.818956,93478,6144.78489464,9099.10213277,1734,85
642,"男","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"公交车",3231032.3,1426.60318,2,19981.98337,93478,16002.5904398,3935.88375158,176,10
643,"男","41~50岁","本科（大专）","三代及以上同住","2 ~ 3万元",25000,"地铁",4796500.5,275.1322843,134,6812.123368,72170,10186.5938771,22106.7106587,1540,35
644,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138
645,"女","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"公交车",1727786.1,1665.384205,4,25385.35747,47594,22717.2466581,30787.3121083,327,9
646,"女","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"私家车",2369347.2,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56
647,"男","31~40岁","博士及以上","伴侣同住","1 ~ 2万元",15000,"步行",1744439.4,869.7742929,181,20786.98208,53454,21876.549625,33528.8445555,901,4
648,"女","31~40岁","本科（大专）","三代及以上同住","3 ~ 5万元",40000,"公交车",4998717.9,430.4169861,173,7401.654391,72170,4648.20791211,16018.7601022,1486,48
649,"男","31~40岁","博士及以上","独居","2 ~ 3万元",25000,"私家车",2268406.8,442.1370112,158,10135.03075,93478,5300.42179837,6813.33647655,1358,127
650,"男","41~50岁","硕士","伴侣携子女","3 ~ 5万元",40000,"私家车",5010643.6,286.103918,127,9384.520691,84770,14762.1913848,22124.3847685,2001,120
651,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"私家车",1919101.8,461.1773328,23,21748.43765,53454,22567.1628044,34073.6987159,386,2
652,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"公交车",3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
653,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"地铁",565719.7,1084.560726,30,16605.09295,53454,19981.9152458,32013.2166621,265,0
654,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"公交车",2269357.2,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
655,"女","31~40岁","本科（大专）","与父母同住","7000元以下",3500,"自行车/电动自行车",6303300.3,844.1961336,92,8289.306807,93478,4734.03582747,7941.66083499,2001,132
656,"男","31~40岁","硕士","伴侣同住","3 ~ 5万元",40000,"私家车",1680531.6,92.63707517,168,2616.008857,89804,8369.48684916,18278.3361049,2432,166
657,"女","31~40岁","本科（大专）","独居","3 ~ 5万元",40000,"地铁",1496064.9,247.1292451,147,2683.51257,89804,8441.47710809,18412.3660784,2381,160
658,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"公交车",3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
659,"女","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"地铁",1405291.8,2102.272651,30,25845.02902,47594,23136.8595409,31104.0383661,359,7
660,"男","18~30岁","硕士","独居","7000元 ~ 1万元",8500,"地铁",1328401.8,681.7881306,79,10966.53087,72170,8233.35589384,18545.4220929,867,12
661,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"自行车/电动自行车",1388263.8,286.3491733,289,5287.993049,84770,10956.0957149,19964.9940247,2977,309
662,"女","41~50岁","高中及以下","与父母同住","7000元以下",3500,"私家车",5202885.6,452.7122686,177,2672.781664,89804,7153.80821942,15702.2169967,3094,185
663,"男","41~50岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"公交车",3277375.2,530.0728221,118,29621.22344,47594,27166.7940229,35217.1486282,1074,8
664,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"公交车",4316327.4,752.2875883,363,4141.52654,84770,9434.27261139,17920.755906,3248,343
665,"女","31~40岁","博士及以上","与父母同住","7000元以下",3500,"自行车/电动自行车",4419548.1,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93
666,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"公交车",3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
667,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"私家车",622657.7,691.1643076,259,1722.761563,96949,5977.87698712,17263.8145566,1856,75
668,"女","31~40岁","硕士","伴侣同住","7000元以下",3500,"公交车",1813422.6,196.2981535,152,2593.766361,89804,8351.17360741,18320.0910162,2397,162
669,"男","18~30岁","本科（大专）","独居","7000元以下",3500,"自行车/电动自行车",978044.1,2500.895989,24,18157.55468,53454,22658.1603829,34295.1459051,203,3
670,"男","41~50岁","硕士","伴侣同住","3 ~ 5万元",40000,"地铁",6916635,561.0360351,62,1015.509335,89804,6737.44224247,17171.8223693,2376,122
671,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",4657207.5,134.7995947,24,6444.765149,72170,7283.88881708,19335.2255023,868,14
672,"女","31~40岁","硕士","与父母同住","7000元以下",3500,"公交车",2720133.9,196.2981535,152,2593.766361,89804,8351.17360741,18320.0910162,2397,162
673,"女","18~30岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"地铁",1450375.2,2195.826307,31,25894.96378,47594,23167.8730065,31101.6022415,357,8
674,"女","31~40岁","本科（大专）","三代及以上同住","7000元 ~ 1万元",8500,"自行车/电动自行车",4752950.4,0,100,10541.10112,93478,5333.88126516,13117.0948429,1180,27
675,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"私家车",3114546.6,510.8987493,232,4033.589565,96949,3953.4166078,12217.939536,2282,114
676,"男","31~40岁","博士及以上","与父母同住","2 ~ 3万元",25000,"私家车",5559493.5,151.0790057,392,1261.6722,89804,6758.90363324,16529.9005118,2309,127
677,"男","41~50岁","硕士","与父母同住","2 ~ 3万元",25000,"私家车",7868856.6,899.1395358,78,7698.059464,93478,3815.49935799,8648.55151466,1829,109
678,"女","18~30岁","硕士","独居","7000元以下",3500,"自行车/电动自行车",3091855.8,599.0207921,59,948.5253309,89804,6661.47682795,17120.7840661,2364,119
679,"男","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"地铁",2658997.22222222,2492.15657,20,22893.29371,45548,25999.1683283,25747.3347979,350,12
680,"女","31~40岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"地铁",2107937.7,2102.272651,30,25845.02902,47594,23136.8595409,31104.0383661,359,7
681,"女","41~50岁","高中及以下","独居","7000元以下",3500,"私家车",1734295.2,452.7122686,177,2672.781664,89804,7153.80821942,15702.2169967,3094,185
682,"男","18~30岁","硕士","伴侣携子女","7000元 ~ 1万元",8500,"地铁",3341131.8,681.7881306,79,10966.53087,72170,8233.35589384,18545.4220929,867,12
683,"女","41~50岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"公交车",1995978.6,486.2129794,281,10558.07568,93478,6405.70126102,5759.18123845,1665,128
684,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"私家车",7279836.3,28.29476053,273,1921.658831,89804,7279.05408079,16667.8104085,2436,163
685,"女","18~30岁","硕士","三代及以上同住","1 ~ 2万元",15000,"地铁",3806045.1,397.4301088,94,9944.461276,72170,6877.21741238,17267.638995,1086,18
686,"女","41~50岁","本科（大专）","伴侣同住","7000元以下",3500,"公交车",1992342,734.3312985,99,22671.62894,49695,28253.0263206,35017.3920186,1220,27
688,"女","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"地铁",2070575.1,259.5461957,121,2240.946694,96949,4684.19355325,16264.6503582,1871,110
689,"男","31~40岁","高中及以下","三代及以上同住","7000元 ~ 1万元",8500,"地铁",4345822.8,712.0082847,43,12530.33602,72170,10219.5099211,20476.2440807,671,15
690,"男","31~40岁","硕士","伴侣携子女","2 ~ 3万元",25000,"公交车",2853888.6,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
691,"男","31~40岁","博士及以上","独居","7000元 ~ 1万元",8500,"地铁",2158163.7,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343
692,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"公交车",2304469.2,2973.497747,42,25764.39797,49695,31156.0370298,36822.6463674,374,9
693,"男","31~40岁","硕士","伴侣携子女","2 ~ 3万元",25000,"公交车",2853888.6,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
694,"女","31~40岁","博士及以上","伴侣同住","7000元以下",3500,"自行车/电动自行车",2946365.4,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93
695,"女","31~40岁","博士及以上","与父母同住","7000元以下",3500,"自行车/电动自行车",4419548.1,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93
696,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"地铁",4443919.6,816.5183361,4,22202.2603,45548,24636.8744976,23110.7476165,262,21
697,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"私家车",2979633.6,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56
698,"男","31~40岁","本科（大专）","独居","2 ~ 3万元",25000,"地铁",1734156.6,623.3939724,280,11075.10609,93478,6803.23677159,5298.13351749,1400,120
699,"男","18~30岁","硕士","伴侣同住","2 ~ 3万元",25000,"地铁",4316327.4,754.0364177,363,4140.099242,84770,9431.71339629,17917.0738874,3249,343
700,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"公交车",2269357.2,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
701,"女","41~50岁","博士及以上","伴侣携子女","3 ~ 5万元",40000,"私家车",3907689.8,921.1262688,50,9375.636629,84770,9505.50820674,10406.4629094,1261,72
702,"男","41~50岁","本科（大专）","三代及以上同住","1 ~ 2万元",15000,"私家车",2390889.6,230.2115458,147,20398.91462,53454,21333.6268975,32928.4972629,862,6
703,"女","18~30岁","硕士","伴侣同住","1 ~ 2万元",15000,"自行车/电动自行车",3750760.2,508.9115516,30,7371.988743,93478,2991.74342164,13887.5100299,1264,50
704,"男","31~40岁","本科（大专）","独居","2 ~ 3万元",25000,"地铁",1734156.6,623.3939724,280,11075.10609,93478,6803.23677159,5298.13351749,1400,120
705,"男","41~50岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"公交车",4876403.4,0,91,9115.006382,84770,14218.5000806,20976.5850978,1196,85
706,"男","18~30岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"公交车",1803595.2,386.3300466,382,1094.578995,89804,6704.34981547,16632.4765828,2373,126
707,"男","31~40岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"私家车",2878652.7,461.1773328,23,21748.43765,53454,22567.1628044,34073.6987159,386,2
708,"女","41~50岁","本科（大专）","伴侣同住","2 ~ 3万元",25000,"私家车",5250425.4,348.0209834,252,5552.371565,84770,10939.084236,19167.0212329,3548,351
709,"男","31~40岁","本科（大专）","独居","7000元 ~ 1万元",8500,"私家车",1872090,1210.897381,140,5725.427243,93478,3833.35547881,10495.9864575,1795,93
710,"女","31~40岁","本科（大专）","伴侣携子女","3 ~ 5万元",40000,"地铁",3762829.9,247.1292451,147,2683.51257,89804,8441.47710809,18412.3660784,2381,160
711,"女","31~40岁","本科（大专）","伴侣携子女","3 ~ 5万元",40000,"地铁",3762829.9,247.1292451,147,2683.51257,89804,8441.47710809,18412.3660784,2381,160
712,"女","18~30岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"地铁",1450375.2,2195.826307,31,25894.96378,47594,23167.8730065,31101.6022415,357,8
713,"女","18~30岁","本科（大专）","独居","7000元以下",3500,"自行车/电动自行车",1120449,730.3774533,73,9857.669879,84770,15558.1621838,24074.5695833,1317,89
714,"女","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"地铁",1405291.8,2102.272651,30,25845.02902,47594,23136.8595409,31104.0383661,359,7
715,"男","41~50岁","硕士","伴侣同住","2 ~ 3万元",25000,"地铁",2650480.8,592.1640701,94,4712.377602,96949,4924.6748352,11843.548405,2143,95
716,"女","31~40岁","博士及以上","伴侣携子女","7000元以下",3500,"自行车/电动自行车",3705277.7,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93
717,"男","18~30岁","硕士","伴侣携子女","7000元 ~ 1万元",8500,"地铁",3341131.8,681.7881306,79,10966.53087,72170,8233.35589384,18545.4220929,867,12
718,"女","41~50岁","本科（大专）","伴侣同住","2 ~ 3万元",25000,"私家车",5250425.4,348.0209834,252,5552.371565,84770,10939.084236,19167.0212329,3548,351
719,"女","18~30岁","博士及以上","独居","7000元以下",3500,"公交车",1915362.9,1477.607584,80,16270.53012,93478,13608.3739103,4703.95969513,1050,46
720,"女","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"自行车/电动自行车",2291361.6,160.117092,154,20410.62275,53454,21326.1915682,32912.2647476,860,7
721,"男","31~40岁","硕士","伴侣携子女","3 ~ 5万元",40000,"私家车",948598.7,580.6449739,96,1369.345904,96949,4715.03423531,15845.1811058,1794,122
722,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"自行车/电动自行车",1319881.2,49.38642376,125,5138.724585,72170,7594.33220507,19588.6038748,1350,42
723,"男","31~40岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"私家车",5825011.5,92.62903096,98,3159.428281,96949,3815.96827137,15672.6895794,1724,111
724,"男","31~40岁","硕士","伴侣同住","1 ~ 2万元",15000,"私家车",2584045.2,1390.804612,41,12055.92372,84770,17414.2332123,24273.6468898,1115,60
725,"男","31~40岁","博士及以上","独居","7000元 ~ 1万元",8500,"地铁",2158163.7,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343
726,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"地铁",4978613.9,396.4453102,118,4456.612026,89804,10189.0414463,20252.0321935,1910,143
727,"男","41~50岁","硕士","伴侣携子女","3 ~ 5万元",40000,"地铁",4511581.2,557.8490421,81,5857.525194,96949,5956.78461807,17994.316384,1015,25
728,"女","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",3554020.8,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56
729,"男","18~30岁","硕士","伴侣同住","2 ~ 3万元",25000,"地铁",4316327.4,754.0364177,363,4140.099242,84770,9431.71339629,17917.0738874,3249,343
730,"女","18~30岁","本科（大专）","三代及以上同住","7000元 ~ 1万元",8500,"出租车/网约车",7435305.9,358.5439418,82,10190.26144,93478,4987.43299395,7392.1404626,1190,67
731,"男","31~40岁","博士及以上","与父母同住","1 ~ 2万元",15000,"地铁",4195164.6,1192.077002,99,12443.93239,84770,17957.2613567,25290.9582341,1221,72
732,"男","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"私家车",2759608.9,448.2024404,103,2822.013414,96949,5694.81941426,17417.9479903,1794,96
733,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"公交车",3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207
734,"女","31~40岁","本科（大专）","独居","7000元以下",3500,"地铁",948116.4,0,62,357.8525371,89804,6111.64762342,16531.9539554,2302,128
735,"女","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"自行车/电动自行车",4010463.6,903.7839754,95,4865.956961,96949,4073.17378794,16136.4506919,1775,59
736,"男","31~40岁","硕士","独居","2 ~ 3万元",25000,"公交车",2158163.7,752.2875883,363,4141.52654,84770,9434.27261139,17920.755906,3248,343
737,"女","18~30岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"地铁",0,666.7999019,211,3379.235072,89804,6749.66679543,14543.9466994,2926,142
738,"女","31~40岁","硕士","伴侣携子女","1 ~ 2万元",15000,"地铁",4373751.4,614.6972041,153,10018.59404,93478,7284.32881695,6536.556956,1690,137
